calling phone;receiving phone;date;price
57;23;2020-07-24;17
91;69;2020-10-06;1
18;74;2020-03-21;2
41;78;2020-12-04;18
94;20;2020-06-26;8
40;66;2020-01-07;12
61;82;2020-02-14;5
66;78;2020-12-26;10
12;24;2020-11-01;18
88;57;2020-08-03;15
14;31;2020-04-03;12
19;47;2020-08-21;8
90;31;2020-04-04;17
57;96;2020-03-29;5
48;30;2020-07-01;8
13;92;2020-07-23;18
32;21;2020-11-28;0
37;67;2020-07-29;7
90;86;2020-04-15;11
78;59;2020-05-15;15
46;67;2020-03-30;3
12;61;2021-01-04;15
19;93;2020-07-14;10
49;32;2020-04-09;4
63;42;2020-03-14;11
88;68;2020-07-26;3
34;66;2020-12-01;12
80;94;2020-06-04;13
16;50;2020-09-20;12
61;23;2021-01-12;3
62;81;2020-10-23;7
26;19;2020-05-23;3
42;83;2020-12-30;2
67;58;2020-02-13;14
26;23;2020-04-17;7
46;58;2020-12-16;19
76;26;2020-09-17;12
80;66;2020-01-30;12
75;47;2020-06-05;17
80;14;2020-08-27;11
90;15;2020-02-04;19
50;77;2020-05-19;1
56;66;2020-08-31;10
83;11;2020-05-03;8
85;96;2020-10-23;6
97;19;2020-12-19;13
25;20;2021-01-17;8
17;83;2021-01-16;15
46;92;2020-11-19;1
54;46;2020-11-02;10
45;89;2020-05-20;18
76;19;2020-04-24;5
61;92;2020-07-25;16
96;12;2020-11-04;15
44;15;2020-07-05;14
11;80;2020-03-08;9
83;13;2020-01-06;1
12;63;2020-07-29;0
19;85;2021-01-07;16
59;34;2021-01-05;7
74;84;2020-09-07;16
69;31;2020-06-28;6
78;55;2020-02-14;4
39;71;2020-09-04;1
42;93;2020-10-01;13
31;13;2020-01-20;6
37;83;2020-10-24;18
17;33;2020-09-28;16
32;42;2020-09-07;16
88;70;2020-11-11;11
40;45;2020-10-05;2
93;42;2020-01-07;6
18;31;2020-06-26;15
49;78;2020-12-21;3
91;74;2020-06-09;19
53;41;2020-10-09;19
62;81;2020-04-02;3
64;90;2021-01-19;15
16;81;2020-10-17;12
96;26;2020-02-13;10
89;59;2020-05-24;2
29;74;2020-08-01;12
34;19;2020-11-27;13
51;37;2020-10-08;19
78;58;2020-02-09;8
22;84;2020-07-27;9
48;32;2020-02-08;10
81;87;2020-02-28;10
62;24;2020-10-29;10
49;22;2021-01-10;16
12;86;2021-01-16;2
65;52;2020-07-28;12
56;65;2020-10-11;16
51;41;2020-01-03;6
64;92;2020-06-13;1
85;29;2020-09-05;2
20;38;2020-12-20;3
75;26;2020-01-30;18
21;90;2020-09-08;18
85;26;2020-12-29;6
95;81;2020-11-05;13
18;59;2020-06-28;0
96;24;2020-10-17;0
92;96;2020-05-30;1
15;50;2020-08-10;0
28;12;2020-05-19;11
38;12;2020-11-23;13
29;41;2020-11-01;8
66;40;2020-02-03;16
69;70;2020-08-12;16
53;78;2020-09-26;8
94;34;2021-01-13;2
33;80;2020-10-21;2
69;73;2020-12-20;1
91;43;2020-12-29;3
88;96;2020-04-08;0
79;97;2020-03-17;7
10;82;2020-04-03;1
99;24;2020-01-19;1
86;37;2020-01-11;6
19;96;2020-11-01;2
51;86;2021-01-13;9
95;45;2021-01-05;18
56;64;2020-04-23;7
20;92;2020-06-11;1
61;98;2020-11-21;5
47;42;2020-12-04;16
20;69;2020-09-08;4
15;31;2020-08-21;17
53;20;2020-03-17;1
78;40;2020-12-25;14
28;90;2020-09-25;0
56;80;2020-03-06;12
67;94;2020-03-24;19
35;97;2020-12-30;15
29;99;2020-10-19;9
63;85;2020-11-14;0
10;40;2020-11-30;1
90;40;2020-01-25;18
45;64;2020-04-08;14
56;26;2020-01-23;9
57;11;2020-06-28;8
27;34;2020-11-19;11
46;11;2020-09-26;1
17;97;2020-10-21;3
54;49;2020-11-10;4
18;75;2020-06-12;13
44;13;2020-04-05;1
13;93;2020-01-21;18
21;63;2020-04-19;5
14;30;2020-04-08;12
51;96;2020-05-07;13
78;69;2020-10-13;1
58;29;2020-03-31;13
38;87;2020-11-02;6
29;46;2020-07-02;7
11;86;2020-04-29;4
46;23;2020-04-07;10
44;36;2020-01-20;12
60;49;2021-01-16;12
10;76;2020-11-02;1
25;75;2020-12-21;16
77;18;2020-04-07;0
81;53;2020-10-18;2
94;93;2020-01-24;10
50;62;2020-11-16;3
59;45;2020-10-08;13
28;18;2020-05-12;9
91;58;2020-12-18;5
11;70;2020-04-07;9
40;55;2020-05-05;13
12;71;2021-01-16;2
29;39;2020-09-04;11
61;15;2020-12-27;8
87;13;2020-04-20;2
49;36;2020-07-09;1
94;74;2020-07-22;12
83;46;2020-02-18;16
56;30;2020-03-24;17
10;44;2020-10-04;12
59;73;2020-04-22;6
18;74;2020-02-05;5
91;66;2020-12-28;14
94;27;2020-11-08;9
71;95;2020-12-28;10
26;26;2021-01-01;8
51;98;2020-10-16;0
35;91;2020-07-28;6
71;83;2020-02-10;7
73;12;2020-07-05;8
95;99;2020-11-01;0
46;89;2020-07-06;11
65;79;2020-07-16;2
54;64;2021-01-13;8
80;35;2020-11-19;6
94;68;2020-06-03;19
94;41;2020-08-10;13
59;24;2020-06-25;14
71;14;2020-12-08;17
85;24;2020-10-14;16
31;36;2020-07-30;4
93;94;2020-08-26;5
28;39;2020-01-03;11
67;30;2021-01-16;18
10;20;2020-08-15;13
10;94;2020-04-09;2
83;22;2020-07-24;12
66;61;2020-02-14;19
45;98;2020-09-05;13
61;45;2020-07-11;7
18;84;2020-01-08;11
77;67;2020-07-21;6
14;32;2020-08-01;13
28;71;2020-11-05;12
58;81;2021-01-15;18
31;56;2020-08-23;6
75;88;2020-08-25;12
37;76;2020-06-04;10
91;70;2020-07-07;17
88;77;2020-12-28;9
83;63;2020-03-19;19
69;90;2020-01-19;4
79;43;2020-08-31;8
67;81;2020-09-30;16
86;70;2020-04-22;7
36;86;2020-02-13;15
11;35;2021-01-01;18
62;96;2020-10-27;13
75;84;2020-04-28;10
48;48;2020-09-13;5
43;16;2020-03-28;1
10;36;2020-11-15;13
25;58;2020-07-08;2
31;19;2020-03-01;12
24;62;2020-04-05;15
48;15;2020-03-07;12
93;97;2021-01-16;16
60;56;2020-11-09;17
76;45;2021-01-19;15
35;11;2020-10-13;1
64;76;2020-01-13;8
18;80;2020-12-04;2
22;88;2020-06-19;13
96;55;2020-04-06;14
43;22;2021-01-03;4
10;11;2020-06-17;15
38;62;2020-10-22;5
36;59;2020-10-31;15
83;82;2020-09-29;2
74;79;2020-08-31;8
88;18;2020-08-25;4
74;66;2020-06-12;2
46;30;2020-02-01;14
45;74;2020-01-09;5
85;66;2020-07-06;1
46;64;2020-06-17;0
33;75;2020-05-15;18
25;60;2020-05-31;11
78;79;2020-01-20;19
45;33;2020-06-03;7
20;62;2020-03-21;8
93;51;2020-09-11;10
60;12;2020-08-19;8
56;11;2020-05-16;2
96;90;2020-04-16;9
39;28;2020-03-24;6
64;36;2020-08-22;17
54;34;2020-11-06;0
15;52;2021-01-18;11
67;89;2020-11-16;16
24;85;2020-06-26;6
41;92;2020-08-28;9
88;97;2020-08-19;13
81;89;2020-06-19;8
90;49;2020-10-24;16
44;27;2020-04-02;4
97;10;2020-05-31;18
18;87;2020-04-14;11
67;62;2020-03-01;16
92;43;2020-07-19;13
80;58;2020-09-30;13
93;27;2020-12-05;8
41;29;2020-09-23;18
79;50;2020-06-15;9
23;82;2020-01-11;5
48;41;2020-03-22;7
76;30;2020-09-18;12
60;68;2020-12-07;0
45;44;2020-07-03;9
74;48;2020-10-28;2
77;89;2020-10-21;13
42;88;2020-05-03;5
45;16;2020-11-01;2
60;95;2021-01-12;14
19;96;2020-11-24;13
58;23;2021-01-17;1
86;67;2020-04-20;13
56;45;2020-11-25;14
56;49;2020-06-03;18
86;47;2020-09-06;3
23;71;2020-09-28;5
85;64;2020-08-02;11
99;21;2020-03-19;4
39;75;2020-10-20;13
57;85;2020-11-15;6
60;97;2020-02-25;12
36;76;2021-01-04;13
96;91;2020-03-07;18
99;88;2020-09-03;16
82;40;2020-07-21;9
59;92;2020-04-14;9
57;76;2020-08-11;16
69;77;2020-12-18;7
26;10;2021-01-10;12
20;38;2020-09-06;7
65;36;2020-06-16;13
38;67;2020-08-07;1
39;35;2020-07-03;17
55;98;2021-01-11;9
14;38;2020-11-27;1
83;45;2020-02-19;11
50;49;2020-04-19;13
80;16;2020-01-20;1
26;18;2020-06-27;12
61;24;2020-11-11;10
95;92;2021-01-12;19
12;19;2020-08-17;15
48;11;2021-01-15;6
18;84;2020-08-13;5
48;18;2020-11-15;1
12;49;2020-06-23;13
61;78;2020-01-12;3
78;77;2020-09-01;13
28;19;2020-01-16;16
88;63;2020-08-13;19
55;17;2020-01-30;3
79;80;2020-07-29;8
42;73;2020-08-23;14
81;25;2020-08-09;6
89;68;2020-06-03;3
27;82;2020-06-01;3
56;29;2020-03-15;7
13;43;2020-11-07;7
24;36;2020-01-02;13
74;69;2020-04-29;0
99;11;2020-04-16;18
44;60;2020-05-30;5
67;39;2020-05-17;6
73;78;2020-07-26;8
66;90;2021-01-14;7
28;84;2020-02-10;2
68;99;2020-08-01;15
21;19;2020-05-27;18
25;25;2020-04-08;13
30;57;2020-04-29;11
69;54;2020-12-26;7
58;81;2020-02-03;14
83;90;2020-06-06;10
95;27;2020-01-27;11
79;31;2020-10-18;17
94;11;2020-08-09;5
33;20;2020-09-16;1
95;84;2020-08-14;7
84;74;2020-10-24;14
12;35;2020-06-06;9
61;26;2020-01-10;17
15;92;2020-05-30;9
61;70;2020-06-08;2
40;61;2020-08-13;6
74;54;2020-09-05;8
59;19;2020-02-01;9
59;86;2020-05-13;11
75;43;2020-02-25;0
87;82;2020-08-22;7
97;88;2020-02-04;15
53;87;2020-01-24;4
34;61;2020-07-25;10
64;94;2020-02-12;7
57;21;2020-02-12;17
20;52;2020-01-29;11
98;79;2020-04-16;10
37;97;2021-01-18;16
47;45;2020-01-22;17
60;95;2021-01-17;7
81;66;2020-02-03;0
41;98;2021-01-06;12
59;65;2021-01-16;9
63;84;2020-05-12;1
24;66;2020-12-24;0
25;26;2020-04-29;17
75;12;2020-07-10;2
20;22;2020-12-08;0
74;73;2020-11-26;2
47;84;2020-03-09;13
20;25;2020-05-22;6
47;98;2020-02-03;6
12;89;2020-01-22;19
22;39;2020-12-09;0
30;24;2020-04-20;18
12;64;2020-09-02;5
33;34;2020-08-14;11
48;39;2020-01-21;12
19;77;2020-04-12;14
63;65;2020-07-10;19
23;79;2020-12-13;3
27;38;2020-01-04;19
54;13;2020-11-05;11
46;55;2020-01-27;9
30;65;2020-07-10;3
38;10;2020-01-23;15
44;81;2020-11-16;14
27;55;2020-03-21;11
10;61;2020-01-04;19
33;92;2020-11-22;12
62;22;2020-11-15;19
26;27;2020-06-29;4
19;81;2020-03-05;9
13;56;2020-05-25;16
61;11;2020-07-29;6
71;77;2020-03-27;15
47;47;2020-09-08;17
40;88;2020-07-23;0
84;84;2020-10-01;6
96;57;2020-08-02;9
39;60;2020-03-11;13
76;62;2020-01-01;15
93;40;2020-04-08;11
63;36;2020-12-15;17
73;69;2020-03-28;4
44;93;2020-07-28;1
80;31;2020-02-03;2
82;59;2020-09-02;19
90;36;2020-11-05;18
22;96;2020-11-17;12
32;90;2020-07-15;4
17;25;2020-08-26;19
92;46;2020-09-15;18
24;84;2020-08-18;18
56;89;2020-02-21;13
70;48;2020-10-25;5
46;86;2020-04-25;10
36;36;2020-05-19;2
38;53;2020-05-02;12
64;41;2020-09-04;1
74;19;2020-07-13;5
57;47;2020-11-27;10
84;63;2020-02-07;1
31;84;2020-11-09;18
89;93;2020-10-10;3
16;64;2020-12-07;6
16;58;2020-06-15;8
64;44;2020-10-13;10
75;87;2020-08-17;9
86;78;2020-03-29;10
82;42;2020-05-03;12
72;23;2020-02-14;14
94;51;2020-05-05;9
21;81;2020-12-26;3
89;92;2020-04-26;9
94;62;2020-06-04;1
57;56;2020-12-12;11
89;40;2020-04-14;19
47;91;2020-01-18;2
91;96;2020-04-10;8
95;41;2020-06-02;2
98;81;2020-03-30;2
21;50;2020-01-11;1
95;67;2020-06-10;9
68;84;2020-10-18;6
51;17;2020-01-28;9
16;90;2020-10-01;11
38;37;2020-05-30;7
34;39;2020-07-12;3
25;23;2020-11-05;3
22;89;2020-08-02;14
29;37;2020-09-20;19
55;50;2020-11-24;8
82;87;2020-07-01;10
25;19;2020-04-10;9
14;57;2020-02-22;11
61;40;2020-07-08;17
92;57;2020-03-19;19
77;76;2020-05-21;1
82;21;2020-10-05;10
71;93;2020-07-01;8
72;85;2020-01-29;12
30;48;2020-09-19;10
14;87;2020-01-24;8
53;96;2020-08-11;1
65;86;2020-04-24;15
45;58;2020-04-03;1
33;59;2020-08-29;2
90;79;2020-01-30;18
66;22;2020-11-06;12
40;17;2020-08-03;15
17;78;2020-11-23;9
81;42;2020-12-20;8
86;69;2020-03-17;6
99;45;2020-01-13;13
89;99;2020-06-25;13
39;37;2020-05-20;11
86;64;2020-11-04;18
47;13;2020-04-10;7
36;31;2020-04-04;9
66;55;2020-01-22;2
24;84;2021-01-11;3
46;57;2020-04-04;2
23;99;2021-01-07;10
68;30;2020-07-09;8
21;27;2020-04-23;16
94;80;2020-08-20;11
42;53;2020-12-11;8
59;50;2020-05-08;12
52;41;2020-04-13;4
47;57;2020-04-07;19
39;26;2021-01-15;4
18;21;2020-09-20;14
32;55;2020-01-03;11
13;77;2020-05-16;0
14;69;2020-03-14;0
80;69;2020-10-13;17
16;38;2020-04-13;19
61;38;2020-08-18;2
26;38;2020-09-20;10
60;40;2020-02-26;14
49;99;2020-05-15;18
86;74;2020-06-26;6
14;26;2020-07-30;18
37;14;2020-08-16;16
35;64;2020-06-06;8
78;17;2020-05-07;13
96;84;2020-10-15;0
14;64;2020-09-09;1
89;81;2020-08-25;1
80;90;2020-04-27;4
48;23;2020-04-25;0
23;77;2020-05-07;13
76;20;2020-06-14;15
20;82;2020-01-19;11
42;92;2020-09-22;5
77;37;2020-09-29;0
82;48;2020-07-03;16
22;44;2020-09-16;17
16;59;2020-10-31;4
19;89;2020-03-26;3
79;23;2020-03-24;6
91;20;2020-12-04;6
14;31;2020-06-06;18
62;21;2020-06-29;1
36;29;2020-03-12;17
10;33;2020-04-16;15
40;63;2020-09-09;5
91;38;2020-12-03;19
45;53;2020-03-26;8
94;13;2020-08-13;11
33;16;2020-06-26;7
45;77;2020-08-07;3
83;81;2020-10-21;8
95;13;2020-10-28;1
48;64;2020-01-19;9
15;35;2021-01-18;1
22;85;2020-02-14;9
52;29;2020-07-19;11
34;86;2020-05-13;5
18;47;2020-02-05;3
61;80;2020-03-06;2
15;79;2020-06-06;11
56;10;2020-11-09;12
62;16;2020-01-23;5
59;41;2020-11-14;15
15;37;2020-08-17;2
53;69;2020-01-04;9
29;38;2020-01-06;10
65;77;2020-01-12;17
88;18;2020-01-07;16
17;67;2020-06-29;18
62;82;2020-05-19;17
72;23;2020-08-12;17
21;47;2020-08-17;1
18;87;2020-08-24;6
33;97;2020-06-30;16
80;24;2021-01-02;2
66;16;2020-05-03;18
46;56;2020-07-21;11
61;67;2020-11-19;12
31;43;2020-03-21;1
76;24;2020-07-14;17
18;95;2020-09-21;16
29;58;2020-11-14;17
22;28;2020-06-10;12
88;59;2020-02-15;14
31;91;2021-01-12;18
77;87;2020-10-03;1
48;23;2020-02-10;13
15;71;2020-10-29;15
33;18;2020-10-21;19
61;19;2020-03-20;12
67;69;2020-09-05;11
83;95;2020-06-20;13
40;82;2020-04-07;6
31;53;2020-03-23;12
54;14;2020-10-19;7
32;99;2020-11-18;4
83;37;2020-10-24;3
72;63;2020-03-13;16
28;68;2020-10-15;10
82;69;2020-12-04;12
41;55;2020-02-03;14
48;81;2020-09-13;18
90;96;2020-01-21;13
55;24;2020-09-04;14
94;91;2020-05-14;18
25;39;2020-10-03;0
20;98;2020-11-03;15
81;42;2020-01-17;0
22;76;2020-05-28;18
97;59;2021-01-15;9
72;68;2020-02-12;0
12;48;2020-07-20;17
12;14;2020-09-30;13
81;30;2020-10-08;1
22;61;2020-10-08;0
46;75;2020-12-26;11
91;73;2020-09-17;9
81;67;2020-11-20;16
54;61;2020-09-04;8
42;85;2020-10-29;17
39;87;2020-11-09;6
40;43;2020-02-20;13
55;51;2020-08-03;5
59;27;2020-09-01;6
99;56;2020-09-16;9
48;21;2020-04-08;2
32;65;2020-09-04;15
23;40;2020-12-07;9
11;50;2020-05-31;7
64;28;2020-11-04;8
68;45;2020-12-30;3
99;35;2021-01-14;0
54;20;2020-03-03;11
43;61;2020-11-12;1
56;78;2020-11-18;4
62;61;2020-05-12;0
71;27;2020-09-03;17
97;67;2020-04-18;0
39;26;2020-01-10;19
54;24;2020-11-19;12
62;51;2020-11-30;15
98;71;2020-09-16;7
41;92;2020-08-10;1
97;62;2020-05-22;5
52;43;2020-12-23;0
30;69;2020-02-27;11
59;23;2020-09-12;5
45;81;2020-04-15;11
94;21;2020-10-22;7
52;63;2020-01-20;15
83;62;2020-06-14;9
15;75;2020-06-07;17
47;65;2020-11-30;2
56;37;2020-05-22;19
77;62;2020-11-06;12
73;65;2020-12-30;18
12;15;2021-01-08;19
26;13;2020-05-05;13
34;86;2020-04-05;11
85;96;2020-12-24;19
28;21;2020-07-04;2
83;44;2020-11-17;14
50;49;2020-10-19;5
27;29;2020-02-20;7
35;87;2020-08-21;17
74;22;2020-04-08;4
51;71;2020-10-25;9
69;12;2020-08-20;11
38;84;2020-04-13;19
52;41;2020-08-09;12
52;91;2020-07-21;8
11;80;2020-11-02;13
28;18;2020-09-28;2
47;28;2020-03-08;2
16;53;2020-02-09;13
49;49;2020-05-13;6
95;35;2020-10-21;14
62;57;2020-04-09;7
27;56;2020-02-29;11
27;89;2020-12-27;6
86;88;2020-01-28;13
91;32;2020-05-19;9
82;43;2020-05-12;8
87;28;2020-06-14;9
17;96;2021-01-04;19
30;35;2020-08-25;9
71;86;2020-05-19;2
18;99;2020-08-21;13
14;59;2020-05-05;9
83;47;2020-02-03;12
11;36;2020-01-20;2
69;54;2020-08-11;11
81;54;2020-04-16;17
41;47;2020-06-21;10
72;66;2020-01-22;4
14;21;2020-11-16;2
98;88;2020-08-08;3
78;64;2021-01-17;1
14;99;2020-01-11;8
71;77;2020-10-19;11
25;69;2020-02-04;14
53;80;2020-01-30;13
91;33;2020-07-19;13
47;17;2020-04-18;11
47;21;2020-12-08;11
48;17;2021-01-10;11
46;46;2020-10-29;3
84;30;2020-01-28;3
17;83;2020-07-03;13
38;26;2020-01-08;11
74;17;2020-02-04;1
50;98;2020-04-17;8
19;12;2020-07-23;9
77;88;2020-06-14;12
60;37;2020-01-21;7
54;79;2020-03-01;14
38;67;2020-04-19;10
66;61;2020-01-22;9
52;33;2020-03-17;17
56;50;2020-11-08;8
79;87;2020-01-12;11
31;93;2020-04-12;16
23;15;2020-09-27;2
24;39;2020-12-09;15
56;86;2020-07-27;5
42;91;2020-11-30;12
76;93;2020-07-11;7
51;72;2020-01-15;16
51;35;2020-11-24;12
36;19;2020-07-30;8
12;87;2020-02-07;13
10;77;2020-02-09;14
70;33;2020-07-18;2
18;34;2020-03-31;2
58;88;2020-07-28;9
47;49;2020-10-21;12
79;90;2020-05-27;12
85;38;2020-06-04;17
54;73;2020-02-13;0
58;31;2020-09-18;15
91;12;2020-03-10;5
46;11;2021-01-02;12
53;87;2020-09-12;14
74;21;2020-03-16;1
39;41;2021-01-14;16
80;47;2020-04-06;1
37;67;2020-07-31;11
67;10;2020-10-04;10
20;23;2020-10-30;6
96;73;2020-02-20;2
69;83;2020-02-18;2
10;70;2020-04-17;6
81;31;2020-05-12;16
95;41;2020-12-24;11
20;19;2021-01-09;4
12;28;2020-06-05;9
59;96;2020-02-04;7
71;37;2020-06-02;17
48;72;2021-01-14;11
51;47;2020-12-18;2
32;12;2020-05-08;17
46;31;2020-04-01;5
62;83;2020-02-23;14
24;98;2020-02-25;1
62;96;2020-02-02;7
82;56;2020-02-19;1
49;61;2020-06-28;16
52;50;2020-11-02;4
46;71;2020-06-24;6
89;32;2020-11-13;8
87;43;2020-02-28;10
76;13;2020-11-04;18
45;58;2020-02-26;14
75;46;2020-06-27;8
51;19;2020-05-12;9
63;66;2020-06-08;11
62;68;2020-05-22;18
99;85;2021-01-19;18
44;23;2020-09-14;15
72;45;2020-02-27;14
72;91;2020-10-27;14
76;65;2020-05-18;9
38;80;2020-06-26;15
73;96;2020-07-06;11
72;59;2020-03-08;5
59;39;2020-09-27;2
92;89;2020-12-31;8
77;70;2020-06-22;8
32;98;2020-01-01;11
87;91;2020-10-20;8
87;75;2020-03-15;9
49;74;2020-05-31;18
43;12;2020-04-29;14
64;75;2020-08-11;8
26;43;2020-12-30;2
99;34;2020-09-12;12
66;32;2020-01-11;4
76;73;2020-02-29;18
95;91;2020-08-22;9
77;74;2020-11-22;0
99;50;2020-01-08;16
12;89;2020-03-13;4
65;70;2020-11-09;5
64;18;2021-01-06;11
41;93;2020-10-05;19
76;76;2020-01-19;6
45;25;2020-06-09;0
37;33;2020-10-15;18
23;24;2020-08-10;5
69;16;2020-08-21;1
77;41;2020-09-13;7
18;62;2020-05-07;8
56;69;2020-12-11;4
22;81;2020-10-24;6
79;73;2020-09-21;0
10;71;2020-12-05;4
44;28;2020-02-16;11
64;52;2020-05-21;17
47;69;2020-04-13;11
17;76;2020-03-21;3
88;84;2020-11-17;7
49;95;2020-03-06;4
94;16;2020-08-22;0
65;16;2021-01-16;10
46;95;2020-10-28;8
16;20;2020-11-24;8
54;52;2020-07-22;19
10;70;2021-01-04;5
55;58;2020-08-10;0
55;54;2020-03-18;1
97;89;2020-03-05;18
54;83;2020-01-24;11
99;14;2020-08-12;16
55;61;2020-07-11;11
86;61;2020-06-05;19
16;21;2020-02-29;8
55;94;2020-09-08;10
54;11;2020-05-14;9
40;51;2020-05-30;17
44;12;2020-11-27;5
49;70;2020-01-09;13
85;96;2020-12-06;10
48;40;2020-08-09;9
10;85;2020-01-25;3
29;43;2020-07-02;7
46;96;2020-12-30;18
24;66;2020-02-11;4
48;34;2020-01-17;11
26;66;2020-12-31;2
57;80;2020-04-16;6
59;94;2020-02-20;3
27;82;2020-09-20;18
89;73;2020-01-24;7
90;96;2020-12-04;10
85;69;2020-11-03;8
21;67;2020-11-02;7
95;90;2020-12-17;7
72;60;2020-09-10;6
72;46;2020-02-28;10
67;46;2020-12-24;0
69;87;2020-07-09;11
43;99;2021-01-02;18
79;48;2020-09-21;6
45;35;2020-10-15;5
31;28;2020-08-30;3
24;13;2020-07-20;5
85;44;2021-01-05;6
57;12;2020-04-03;0
53;50;2020-06-22;12
41;65;2020-01-30;11
90;31;2021-01-08;14
79;58;2020-03-06;10
51;43;2020-03-11;0
91;16;2020-04-12;10
31;41;2020-02-12;0
41;52;2020-01-04;16
20;84;2020-01-28;14
45;63;2020-11-20;5
10;95;2020-04-19;13
83;21;2020-11-29;18
95;57;2020-04-24;8
13;91;2020-03-29;3
14;39;2020-09-07;7
21;56;2020-10-19;1
80;74;2020-05-14;10
36;89;2020-04-03;15
73;78;2020-12-12;14
96;62;2020-01-13;18
34;65;2020-12-19;18
94;47;2020-07-03;14
37;30;2020-11-01;0
46;24;2020-08-02;4
31;75;2020-01-03;8
36;92;2020-09-10;10
28;88;2020-06-26;9
85;66;2020-05-08;11
26;87;2020-07-11;16
45;34;2020-12-21;11
10;73;2020-10-29;1
69;21;2020-06-24;11
43;68;2020-03-31;3
47;60;2020-09-27;3
21;24;2020-04-13;8
68;20;2020-07-20;9
15;72;2020-03-26;12
97;13;2020-08-21;6
41;77;2020-03-25;13
36;57;2020-11-16;13
48;72;2020-03-13;11
68;68;2020-10-03;14
63;48;2020-04-25;7
61;10;2020-04-11;11
49;59;2020-10-18;17
72;92;2020-07-29;13
97;96;2020-01-19;9
57;87;2020-12-27;16
84;82;2020-07-21;15
22;39;2020-07-01;16
99;42;2020-03-27;14
10;47;2020-06-15;8
15;27;2020-10-22;0
86;46;2020-05-25;14
45;29;2020-12-05;13
52;83;2020-08-22;11
44;57;2020-09-01;9
78;15;2020-01-06;18
79;40;2020-02-13;0
74;43;2020-12-22;14
43;47;2020-12-12;5
14;94;2020-09-23;17
53;74;2020-10-30;10
51;26;2020-03-22;13
45;22;2021-01-17;8
44;28;2020-09-17;7
19;10;2020-11-09;17
74;87;2020-02-01;5
56;93;2020-04-09;16
93;84;2020-01-08;16
29;43;2020-09-02;5
13;17;2020-12-21;3
90;89;2020-01-18;7
26;97;2020-09-18;13
82;24;2020-10-24;9
69;63;2020-09-07;19
17;99;2020-10-14;13
30;51;2020-11-03;16
68;19;2020-05-21;4
66;37;2020-03-31;2
56;85;2020-03-08;2
73;62;2020-08-27;7
38;97;2020-02-19;10
67;38;2020-06-03;4
72;80;2020-12-29;3
90;50;2020-08-18;18
76;63;2020-02-11;17
41;16;2020-04-26;12
70;64;2020-07-09;18
21;96;2020-07-11;17
35;26;2020-04-27;9
22;69;2020-01-28;18
48;87;2020-04-08;14
90;39;2020-05-27;12
63;12;2020-01-27;1
64;30;2020-08-23;14
90;70;2020-01-28;14
95;74;2020-09-18;5
69;44;2020-05-08;15
28;83;2020-01-04;19
93;38;2020-02-18;7
49;15;2020-11-17;3
87;39;2020-08-25;3
31;45;2020-01-04;7
29;74;2020-04-28;7
69;89;2020-10-10;13
71;78;2020-06-01;12
15;49;2020-05-16;5
26;52;2020-11-18;17
44;59;2020-10-15;18
86;46;2020-04-13;13
85;23;2020-08-07;14
78;69;2020-02-01;19
72;96;2020-02-22;19
25;45;2020-08-01;9
24;33;2020-06-09;14
45;72;2020-12-24;16
61;52;2020-04-28;14
10;82;2020-10-01;8
45;52;2020-11-03;10
32;94;2020-08-05;10
75;43;2020-11-12;4
47;75;2020-12-19;2
79;20;2020-11-03;10
20;25;2020-10-25;6
44;30;2020-02-29;10
64;23;2020-07-03;19
36;10;2020-08-09;19
93;86;2020-02-09;12
97;55;2020-05-19;6
29;40;2020-09-16;1
22;94;2020-10-23;4
81;97;2020-07-09;6
78;68;2020-07-14;9
73;76;2020-08-02;3
53;48;2020-01-02;14
13;27;2020-12-12;12
87;70;2020-02-01;19
76;84;2020-05-14;14
18;19;2020-10-28;16
87;90;2020-12-06;4
65;78;2020-01-22;3
37;85;2020-03-26;6
59;58;2020-08-18;4
36;63;2020-06-23;12
80;52;2020-11-12;18
80;42;2020-09-08;11
64;63;2021-01-19;17
63;25;2020-09-25;18
14;59;2020-06-14;6
45;99;2020-05-17;18
67;50;2020-05-13;8
81;61;2020-05-10;10
47;97;2020-01-14;16
50;55;2020-01-10;3
62;12;2020-05-30;7
65;19;2020-03-18;8
20;70;2020-06-15;11
11;92;2020-07-11;8
84;76;2020-10-21;16
71;94;2020-03-23;7
52;20;2020-03-24;17
93;17;2020-03-03;5
65;21;2020-05-25;16
44;37;2020-11-18;9
45;17;2020-01-20;5
16;50;2020-07-25;4
39;20;2020-09-01;5
76;63;2020-05-22;13
51;41;2020-07-07;10
76;80;2020-07-28;14
85;83;2020-10-07;19
61;98;2020-08-25;1
21;63;2020-09-05;3
58;85;2020-10-16;8
59;67;2020-12-28;15
18;58;2020-11-02;14
79;39;2020-08-30;17
58;39;2020-02-18;16
85;17;2020-08-05;4
59;61;2020-03-18;3
62;91;2020-11-10;1
40;66;2021-01-02;0
43;87;2020-03-16;13
70;19;2020-02-13;2
75;89;2021-01-11;11
86;42;2020-05-15;11
47;14;2020-04-22;6
69;64;2020-02-07;14
30;23;2020-01-18;6
36;23;2020-03-17;13
36;68;2020-02-01;1
92;47;2020-07-27;5
48;30;2020-02-19;9
28;25;2020-12-31;14
70;32;2020-07-19;16
17;31;2020-11-01;18
84;78;2020-11-01;2
83;70;2020-09-07;2
77;30;2020-10-19;3
